"URL report","Report ID","Report date","Event ID","Genotype / Serotype / Subtype","Test name","Laboratory","Outbreak reference","Start date","End date","Country","First administrative division","Second administrative division","Third administrative division","Location","Latitude","Longitude","Species","Typology of animal","Cases","Deaths","Killed and Disposed of","Detailed characterisation","Affected population description"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2022-HPAIM",2022-04-03,"44926","Canada","Ontario","Toronto","Toronto","Ontario - mammals","43.649700000000003","-79.375100000000003","American Mink","Wild",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Multiple locations in Southern and Eastern Ontario Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2022-HPAIM",2022-04-03,"44926","Canada","Ontario","Toronto","Toronto","Ontario - mammals","43.649700000000003","-79.375100000000003","Red Fox","Wild",4,4,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Multiple locations in Southern and Eastern Ontario Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","AB-2023-HPAIM-001",2023-01-01,"-","Canada","Alberta","Division No. 11","Edmonton","Alberta - mammals 2023","53.549999999999997","-113.48999999999999","Striped Skunk","Wild",2,0,0,"-","Reassortant H5N1 Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","QC-2022-HPAIM",2022-05-30,"44926","Canada","Québec","Communauté-Urbaine-de-Québec","Québec","Québec - mammals","46.813800000000001","-71.218299999999999","Striped Skunk","Wild",1,1,0,"-","Multiple regions from Québec : Côte Nord, Bas-Saint-Laurent, Gaspésie and Montérégie. We also report HPAI in a Atlantic White-Sided Dolphin from Bas St-Laurent (data not captured in WAHIS) Fully Eurasian lineage (Bears and one seal) Reassortment EU&NA (5 seals, dolphin and skunk) Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage."
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","QC-2022-HPAIM",2022-05-30,"44926","Canada","Québec","Communauté-Urbaine-de-Québec","Québec","Québec - mammals","46.813800000000001","-71.218299999999999","American Black Bear (black bear)","Wild",2,1,1,"-","Multiple regions from Québec : Côte Nord, Bas-Saint-Laurent, Gaspésie and Montérégie. We also report HPAI in a Atlantic White-Sided Dolphin from Bas St-Laurent (data not captured in WAHIS) Fully Eurasian lineage (Bears and one seal) Reassortment EU&NA (5 seals, dolphin and skunk) Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage."
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","QC-2022-HPAIM",2022-05-30,"44926","Canada","Québec","Communauté-Urbaine-de-Québec","Québec","Québec - mammals","46.813800000000001","-71.218299999999999","Harbor Seal ","Wild",6,6,0,"-","Multiple regions from Québec : Côte Nord, Bas-Saint-Laurent, Gaspésie and Montérégie. We also report HPAI in a Atlantic White-Sided Dolphin from Bas St-Laurent (data not captured in WAHIS) Fully Eurasian lineage (Bears and one seal) Reassortment EU&NA (5 seals, dolphin and skunk) Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage."
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2023-HPAIM-002",2023-03-20,"-","Canada","Ontario","Toronto","Toronto","Ontario - dog","43.649999999999999","-79.390000000000001","Dogs","Domestic",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","The geographic coordinates represent the capital of the province and not the actual location of animals. The domestic dog was found eating a dead goose on March 20, 2023 . On March 22, the dog was lethargic, and on March 23 developed diarrhea and died. Highly pathogenic avian influenza was confirmed on April 1, 2023. Necropsy was completed on April 3, 2023, and showed respiratory system involvement. The virus sequenced from both the dog and the wild goose were 100% identical. Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage."
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","QC-2023-HPAIM",2023-01-01,"-","Canada","Québec","Communauté-Urbaine-de-Québec","Québec","Québec - mammals","46.810000000000002","-71.218000000000004","Racoon (Northern raccoon) ","Wild",1,1,0,"-","The raccoon was found dead on an poultry infected premises (QC-IP32) reported as outbreak ob_116575 in Event 4294. Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage (same as the one in poultry on QC-IP32)"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","BC-2023-HPAIM-001",2023-01-01,"-","Canada","British Columbia","Capital","Victoria","British Columbia - mammals 2023","48.420000000000002","-123.34999999999999","Striped Skunk","Wild",11,9,2,"-","A total of 17 skunks were found with neurological clinical signs in the Vancouver and Richmond area. They subsequently died or were euthanised. Seuqencing results: Fully Eurasian lineage H5N1 (n=7) Reassortant H5N1 of the following cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage (n=4)"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","PEI-2022-HPAIM-003",2022-11-15,"44926","Canada","Prince Edward Island","Queens","Charlottetown","Prince Edward Island - mammals","46.25","-63.109999999999999","Striped Skunk","Wild",2,2,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage."
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2023-HPAIM-001",2023-01-01,"-","Canada","Ontario","Toronto","Toronto","Ontario - mammals 2023","43.649700000000003","-79.375100000000003","Cats","Wild",3,3,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster (racoon, skunk) : Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage Cluster (feral cats, red foxes) : Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2023-HPAIM-001",2023-01-01,"-","Canada","Ontario","Toronto","Toronto","Ontario - mammals 2023","43.649700000000003","-79.375100000000003","Striped Skunk","Wild",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster (racoon, skunk) : Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage Cluster (feral cats, red foxes) : Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2023-HPAIM-001",2023-01-01,"-","Canada","Ontario","Toronto","Toronto","Ontario - mammals 2023","43.649700000000003","-79.375100000000003","Racoon (Northern raccoon)","Wild",1,0,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster (racoon, skunk) : Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage Cluster (feral cats, red foxes) : Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","ON-2023-HPAIM-001",2023-01-01,"-","Canada","Ontario","Toronto","Toronto","Ontario - mammals 2023","43.649700000000003","-79.375100000000003","Red Fox","Wild",3,3,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster (racoon, skunk) : Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage Cluster (feral cats, red foxes) : Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","PEI-2023-HPAIM-001",2023-01-01,"-","Canada","Prince Edward Island","Queens","Charlottetown","Prince Edward Island - mammals 2023","46.25","-63.109999999999999","Striped Skunk","Wild",8,8,0,"-","Fully Eurasian H5N1 (Red Fox) Reassortant H5N1 (Skunks) Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","PEI-2023-HPAIM-001",2023-01-01,"-","Canada","Prince Edward Island","Queens","Charlottetown","Prince Edward Island - mammals 2023","46.25","-63.109999999999999","Red Fox","Wild",1,1,0,"-","Fully Eurasian H5N1 (Red Fox) Reassortant H5N1 (Skunks) Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","NS-2023-HPAIM-003",2023-03-05,"-","Canada","Nova Scotia","Halifax","Halifax","Nova Scotia - mammals 2023","44.659999999999997","-63.549999999999997","Red Fox","Wild",1,1,0,"-","Fully Eurasian H5N1"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","NB-2023-HPAIM-001",2023-04-14,"-","Canada","New Brunswick","York","Fredericton","New Brunswick - mammals 2023","45.909999999999997"," -66,64","Red Fox","Wild",1,1,0,"-","Reassortant H5N1 (Skunks) Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-11,"-","United States of America","Washington","Spokane","-","Spokane County","47.665999999999997","-117.429","Bobcat","Wild",1,1,0,"-","Wild bobcat (Lynx rufus). Clinical signs included ataxia, dyspnea and death."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-09,"-","United States of America","Wisconsin","Dane","-","Dane County","43.072000000000003","-89.382000000000005","Red Fox","Wild",1,1,0,"-","Wild red fox (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-10,"-","United States of America","Nebraska","Madison","-","Madison County","41.844000000000001","-97.454999999999998","Cats","Domestic",2,0,2,"-","Domestic cat (Felis catus). Outside cat that had been missing for 2 days. Clinical signs included seizures and excessive reaction to touch, light and sound. Samples were collected on a second domestic cat on the same property 21 Jan 2023."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-08,"-","United States of America","Wyoming","Hot Springs","-","Hot Springs County","43.646999999999998","-108.208","Red Fox","Wild",1,1,0,"-","Wild red fox (Vulpes vulpes). Samples were collected from a mortality event."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-23,"-","United States of America","Oregon","Crook","-","Crook County","44.302999999999997","-120.84399999999999","Striped Skunk","Wild",2,2,0,"-","Wild striped skunks (Mephitis mephitis). Samples were collected from wildlife mortalities."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-14,"-","United States of America","Colorado","Gunnison","-","Gunnison County","38.542999999999999"," -106,92","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-24,"-","United States of America","Colorado","Pueblo","-","Pueblo County","38.276000000000003","-104.611","Red Fox","Wild",1,1,0,"-","Wild red fox (Vulpes vulpes). Samples collected from a wildlife mortality."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-02,"-","United States of America","Colorado","Gunnison","-","Gunnison County","38.552","-106.919","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-25,"-","United States of America","Colorado","Boulder","-","Boulder County","40.018999999999998","-105.27800000000001","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-07,"-","United States of America","Colorado","El Paso","-","El Paso County","38.829999999999998","-104.82599999999999","Bobcat","Wild",1,1,0,"-","Wild bobcat (Lynx rufus)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-01-27,"-","United States of America","Kansas","Rawlins","-","Rawlins County","39.808","-101.04000000000001","Striped Skunk","Wild",1,1,0,"-","Wild striped skunk (Mephitis mephitis)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-09,"-","United States of America","Montana","Sanders","-","Sanders County","47.594999999999999","-115.34999999999999","Racoon (Northern raccoon)","Wild",1,0,1,"-","Wild racoon (Procyon lotor). Clinical signs included neurologic abnormalities."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-13,"-","United States of America","Colorado","Grand","-","Grand County","40.072000000000003","-106.10899999999999","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-14,"-","United States of America","Colorado","Jefferson","-","Jefferson County","39.728000000000002","-105.202","Bobcat","Wild",1,1,0,"-","Wild bobcat (Lynx rufus)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-03,"-","United States of America","Wyoming","Natrona","-","Natrona County","42.851999999999997","-106.32599999999999","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-21,"-","United States of America","Colorado","Larimer","-","Larimer County","40.588000000000001","-105.081","Striped Skunk","Wild",4,3,1,"-","Wild striped skunks (Mephitis mephitis)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-20,"-","United States of America","New York","Tompkins","-","Tompkins County","42.442","-76.498999999999995","Striped Skunk","Wild",1,0,1,"-","Wild striped skunk (Mephitis mephitis). Clinical signs included abnormal behavior."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-09,"-","United States of America","Utah","Salt Lake","-","Salt Lake County","40.759999999999998","-111.887","Puma","Wild",1,1,0,"-","Wild mountain lion (Puma concolor)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-03,"-","United States of America","Wyoming","Big Horn","-","Big Horn County","44.488","-108.047","Puma","Wild",2,2,0,"-","Two wild mountain lions (Puma concolor)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-28,"-","United States of America","Montana","Custer","-","Custer County","46.409999999999997","-105.843","Striped Skunk","Wild",2,1,1,"-","Two wild striped skunks (Mephitis mephitis). Clinical signs included lethargic behavior."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-28,"-","United States of America","Montana","Montana","-","Lake County","47.692999999999998","-114.166","Racoon (Northern raccoon)","Wild",1,0,1,"-","Wild racoon (Procyon lotor). Clinical signs included neurologic abnormalities."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-02-24,"-","United States of America","Nebraska","Lincoln","-","Lincoln County","41.134","-100.751","Striped Skunk","Wild",1,1,0,"-","Wild striped skunk (Mephitis mephitis)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-03-06,"-","United States of America","Texas","Carson","-","Carson County","35.345999999999997","-101.38200000000001","Striped Skunk","Wild",1,1,0,"-","Wild striped skunk (Mephitis mephitis)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2023-03-02,"-","United States of America","Colorado","Larimer","-","Larimer County","40.573","-105.03400000000001","Striped Skunk","Wild",1,0,1,"-","Wild striped skunk (Mephitis mephitis). Clinical signs included neurologic abnormalities."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-03-30,"44742","United States of America","Florida","Dixie","-","Dixie County","29.628","-83.114000000000004","Bottlenose dolphin","Wild",1,1,0,"-","Wild Common bottlenose dolphin (Tursiops truncatus). This HPAI H5N1 2.3.4.4b strain contains at least one internal gene of North American wild bird lineage."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-05-20,"44742","United States of America","Iowa","Buchanan","-","Buchanan County","42.454000000000001","-91.840000000000003","Virginia Opossum","Captive",2,1,1,"-","Captive wild Virginia Opossums (Didelphis virginiana) at a rehabilitation facility."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-05-20,"44742","United States of America","New York","Erie","-","Erie County","42.877000000000002","-78.817999999999998","Red Fox","Wild",1,0,0,"-","Wild red fox (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-05-26,"44742","United States of America","Utah","Salt Lake","-","Salt Lake County","40.786999999999999","-111.949","Red Fox","Wild",1,1,0,"-","Wild red fox (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-05-29,"44742","United States of America","Minnesota","Scott","-","Scott County","44.793999999999997","-93.430999999999997","Red Fox","Captive",1,0,1,"-","Captive wild red fox (Vulpes vulpes) at a rehabilitation facility."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-05-31,"44742","United States of America","Michigan","Chippewa","-","Chippewa County","46.469999999999999","-84.382999999999996","Red Fox","Wild",1,0,1,"-","Wild red fox (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-09,"44742","United States of America","Wisconsin","Jefferson","-","Jefferson County","43.027000000000001","-88.796000000000006","Red Fox","Captive",2,1,0,"-","Captive wild red fox kits (Vulpes vulpes) at a rehabilitation facility."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-11,"44742","United States of America","Wisconsin","Jefferson","-","Jefferson County","43.021000000000001","-88.816000000000003","Red Fox","Captive",1,1,0,"-","Captive wild red fox (Vulpes vulpes) at a rehabilitation facility."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-11,"44742","United States of America","New York","Tompkins","-","Tompkins County","42.442999999999998","-76.515000000000001","Red Fox","Wild",1,0,0,"-","Wild red fox (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-12,"44742","United States of America","Wisconsin","Dane","-","Dane County","43.137999999999998"," -89,297","Red Fox","Captive",1,0,1,"-","Captive wild red fox (Vulpes vulpes) at a rehabilitation facility."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-14,"44742","United States of America","Wisconsin","Saint Croix","-","Saint Croix County","44.963000000000001","-92.751999999999995","Fisher","Wild",1,0,1,"-","Wild Fisher (Pekania pennanti)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-15,"44742","United States of America","New York","Saint Lawrence","-","Saint Lawrence County","44.591999999999999","-75.171999999999997","Red Fox","Wild",2,0,0,"-","Wild red foxes (Vulpes vulpes)."
"https://wahis.woah.org/#/in-event/4451/dashboard","FUR_161631",2023-07-06,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa","-",2022-04-19,"44742","United States of America","Wisconsin","Rock","-","Rock County","42.725999999999999","-88.992000000000004","Red Fox","Captive",1,0,1,"-","Captive wild red fox (Vulpes vulpes) at a rehabilitation facility."
